,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:00 5 мая,Казань,,"7R 862, UT 4862РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента 7
1,Совершил посадку в 02:42 6 мая,Совершил посадку в 02:42 6 мая,,"7R 862, UT 4862РусЛайн, ЮТэйр",ПрилетелВыдача багажа: лента 7
2,00:15,Анталья,,EO 1842ЦPegas Fly,Нет актуальной информации о статусе
3,,,,EO 1842ЦPegas Fly,Нет актуальной информации о статусе
4,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 8
5,Совершил посадку в 00:24,Совершил посадку в 00:24,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 8
6,00:45,Сочи,,7R 878РусЛайн,ПрилетелВыдача багажа: лента 7
7,Совершил посадку в 00:56,Совершил посадку в 00:56,,7R 878РусЛайн,ПрилетелВыдача багажа: лента 7
8,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 9
9,Совершил посадку в 01:24,Совершил посадку в 01:24,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 9
10,02:15,Москва,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 10
11,Совершил посадку в 02:06,Совершил посадку в 02:06,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 10
12,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 8
13,Совершил посадку в 03:02,Совершил посадку в 03:02,,DP 403Победа,ПрилетелВыдача багажа: лента 8
14,03:40,Санкт-Петербург,,U6 224Уральские авиалинии,ПрилетелВыдача багажа: лента 9
15,Совершил посадку в 05:18,Совершил посадку в 05:18,,U6 224Уральские авиалинии,ПрилетелВыдача багажа: лента 9
16,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
17,Совершил посадку в 03:30,Совершил посадку в 03:30,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
18,04:00,Москва,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 10
19,Совершил посадку в 03:47,Совершил посадку в 03:47,,U6 271Уральские авиалинии,ПрилетелВыдача багажа: лента 10
20,04:10,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 8
21,Совершил посадку в 03:49,Совершил посадку в 03:49,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 8
