,Время,Направление,Unnamed: 2,Рейс,Статус
0,23:40 5 июня,Санкт-Петербург,,U6 624Уральские авиалинии,ПрилетелВыдача багажа: лента 8
1,Совершил посадку в 02:13 6 июня,Совершил посадку в 02:13 6 июня,,U6 624Уральские авиалинии,ПрилетелВыдача багажа: лента 8
2,00:05,Анапа,,SU 2973Аэрофлот,ПрилетелВыдача багажа: лента 9
3,Совершил посадку в 23:47 5 июня,Совершил посадку в 23:47 5 июня,,SU 2973Аэрофлот,ПрилетелВыдача багажа: лента 9
4,00:10,Сочи,,FV 5602Россия,ПрилетелВыдача багажа: лента 8
5,Совершил посадку в 05:53,Совершил посадку в 05:53,,FV 5602Россия,ПрилетелВыдача багажа: лента 8
6,00:30,Анталья,,N4 1842Nordwind,Нет актуальной информации о статусе
7,,,,N4 1842Nordwind,Нет актуальной информации о статусе
8,00:35,Москва,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 10
9,Совершил посадку в 00:39,Совершил посадку в 00:39,,U6 263Уральские авиалинии,ПрилетелВыдача багажа: лента 10
10,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
11,Совершил посадку в 01:33,Совершил посадку в 01:33,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
12,02:15,Москва,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
13,Совершил посадку в 02:29,Совершил посадку в 02:29,,U6 265Уральские авиалинии,ПрилетелВыдача багажа: лента 9
14,03:25,Москва,,DP 6541Победа,ПрилетелВыдача багажа: лента 10
15,Совершил посадку в 03:09,Совершил посадку в 03:09,,DP 6541Победа,ПрилетелВыдача багажа: лента 10
16,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 10
17,Совершил посадку в 03:27 7 июня,Совершил посадку в 03:27 7 июня,,DP 403Победа,ПрилетелВыдача багажа: лента 10
18,03:35,Симферополь,,WZ 7067Red Wings,ПрилетелВыдача багажа: лента 8
19,Совершил посадку в 03:20,Совершил посадку в 03:20,,WZ 7067Red Wings,ПрилетелВыдача багажа: лента 8
20,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
21,Совершил посадку в 03:51,Совершил посадку в 03:51,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
22,04:10,Москва,,JU 7067Air Serbia,ПрилетелВыдача багажа: лента 10
