,Время,Направление,Unnamed: 2,Рейс,Статус
0,18:00 7 апр,Уфа,,U6 108Уральские авиалинии,ПрилетелВыдача багажа: лента 9
1,Совершил посадку в 00:02 8 апр,Совершил посадку в 00:02 8 апр,,U6 108Уральские авиалинии,ПрилетелВыдача багажа: лента 9
2,22:25 7 апр,Сочи,,U6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 10
3,Совершил посадку в 02:23 8 апр,Совершил посадку в 02:23 8 апр,,U6 322Уральские авиалинии,ПрилетелВыдача багажа: лента 10
4,00:30,Казань,,7R 862РусЛайн,ПрилетелВыдача багажа: лента 7
5,Совершил посадку в 00:14,Совершил посадку в 00:14,,7R 862РусЛайн,ПрилетелВыдача багажа: лента 7
6,00:35,Москва,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
7,Совершил посадку в 00:47,Совершил посадку в 00:47,,"U6 263, B2 463Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 10
8,00:45,Сочи,,7R 878РусЛайн,ПрилетелВыдача багажа: лента 7
9,Совершил посадку в 00:38,Совершил посадку в 00:38,,7R 878РусЛайн,ПрилетелВыдача багажа: лента 7
10,01:20,Анталья,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 2
11,Совершил посадку в 01:04,Совершил посадку в 01:04,,ZF 9696Azur Air,ПрилетелВыдача багажа: лента 2
12,01:55,Москва,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
13,Совершил посадку в 01:36,Совершил посадку в 01:36,,SU 1406Аэрофлот,ПрилетелВыдача багажа: лента 8
14,02:15,Москва,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
15,Совершил посадку в 02:12,Совершил посадку в 02:12,,"U6 265, B2 465Уральские авиалинии, Белавиа",ПрилетелВыдача багажа: лента 9
16,03:25,Москва,,DP 403Победа,ПрилетелВыдача багажа: лента 10
17,Совершил посадку в 03:48,Совершил посадку в 03:48,,DP 403Победа,ПрилетелВыдача багажа: лента 10
18,03:50,Москва,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
19,Совершил посадку в 03:35,Совершил посадку в 03:35,,N4 173Nordwind,ПрилетелВыдача багажа: лента 9
